5,4017722	24,5329374
4,9588204	24,360163
5,3937351	5,9734557
3,6554918	5,6296643
5,0575195	24,8947283
4,9604394	25,8541274
4,3124031	24,4846486
4,5000569	6,9689745
3,8440213	6,7609397
2,8654425	6,2434188
3,5615937	6,2299118
4,2792116	25,0067181
4,4900168	24,643994
3,4276691	25,6546968
4,039062	24,3579333
3,3027332	5,7814784
4,8689119	24,8012437
5,3506107	24,6330519
2,8895332	6,0396257
4,6705827	24,9071329
4,6182061	24,7106092
4,4023226	5,9923068
5,6546883	25,2062611
4,7706285	24,2722398
4,0539148	6,8212557
5,2917705	24,3628175
4,8244825	25,0779606
3,8565829	7,1928811
3,1076094	5,8648473
3,9161454	5,771456
3,4272075	5,5858323
4,9317045	24,81588
3,766162	6,5306092
4,1874519	24,061449
2,5275478	6,7015661
5,746661	24,4801327
4,2086812	25,1048622
5,6541681	24,0253869
4,243285	24,7459705
5,9252654	24,8875715
5,2421246	25,7484022
2,2764689	6,6671076
5,7393324	25,252784
5,7498514	24,8189837
4,6845976	24,844599
5,7044488	24,1069359
5,531918	24,1053549
4,4675661	6,2523702
4,2468106	24,7808368
4,6076205	25,2620678
2,3943389	5,565027
5,0445833	23,8873562
5,653282	25,0601677
5,4208129	24,9106864
4,6134984	24,6834866
3,911277	6,5740837
4,862386	24,9282094
4,8573996	24,8026578
6,2555871	24,5429571
3,9152899	7,0178504
3,3979358	5,7101047
3,1795945	5,7889355
3,6682164	6,5424421
4,1411297	6,9163684
3,8040252	7,7331556
3,6581138	5,9696227
4,3566618	24,6426456
3,4357286	5,9448129
3,6947958	6,4731939
4,7172358	25,0736461
5,2529327	24,6534526
3,4530622	6,6087985
3,7935732	6,0493088
2,1239439	6,3658712
5,1966756	25,167902
2,822299	6,7848772
4,4052572	6,5883882
5,9258208	24,1728986
3,0899772	5,5149964
3,0164055	5,302184
4,167628	6,7438231
5,8997637	24,9139638
4,1130982	24,5398056
3,5232593	6,0553891
2,7548614	5,9430351
4,8742072	25,6502086
3,878945	24,0111222
5,4877893	24,4841144
2,3749958	5,8398869
2,4401773	6,4479768
4,9423552	24,4656181
2,4569877	5,386086
3,7285738	24,8494934
2,8994192	5,2162513
4,8312878	6,5182653
4,8157538	24,7184247
3,9574343	24,3435868
4,5049722	24,1885502
4,8422883	24,7512821
4,6553912	24,3832691
4,9546303	24,8898688
4,6343231	24,6164327
4,6085588	25,1172599
3,2458277	5,978554
3,0723253	5,7578171
3,7144931	6,4920069
5,2668133	25,3012568
5,0577391	25,0617199
3,7657465	25,2004704
3,5742154	6,0211526
3,6782624	24,7660445
3,5206323	5,6987361
4,5702972	24,8513276
4,8738328	6,3496175
5,2718521	24,5844127
3,114489	24,5599396
3,8217985	6,1642858
2,2303563	6,8395205
5,4455543	25,0365542
3,6162328	5,8749408
4,6029688	24,7196743
5,2872969	24,5102496
5,6533565	24,4957968
3,1220507	6,2886222
5,3654411	24,6186099
5,3837338	24,8631251
3,3816196	6,222315
4,3949603	24,4017102
3,6163509	6,4797895
5,3222349	24,6333123
4,9740621	24,7446679
4,1304813	7,064603
4,3910227	24,9449457
4,7628106	25,5765732
3,4899818	6,4509949
5,8639982	24,394664
4,8512521	24,8039102
5,2772258	24,949786
4,7152496	24,8962985
4,5281499	24,4728322
5,6626694	25,1403454
5,1700581	25,3380689
4,978758	25,0517912
5,9302545	24,2965052
4,5007542	24,3715456
4,0859699	25,2349564
2,4716869	5,7265098
5,3971673	24,6988064
3,2593883	6,2705719
4,6326988	24,5916901
4,1731042	7,1737106
3,5787841	7,5590062
4,2950366	25,3778966
4,4481896	24,2306634
4,4154477	5,9210396
5,1463943	23,8681158
6,3451059	24,5789048
5,7347362	23,9703328
4,2555519	6,0016063
4,1921558	24,4134279
4,6492334	24,7919645
3,1015703	6,3180822
4,5837002	23,8959943
4,4731377	25,8402905
2,8153034	5,7409539
5,3409672	23,9700528
3,8120661	6,1113198
5,3315872	24,5414548
5,5112636	24,9995317
4,2101897	25,2994488
4,4639325	24,6081673
3,8900571	7,2994601
5,0574253	24,5117873
5,3824665	25,2382158
5,4641282	24,9186151
5,1790946	24,2324769
5,0736932	6,7221154
4,0187152	25,097372
3,3854025	5,541254
3,5225142	5,303161
3,194012	5,7545679
4,4465999	6,6826176
3,6609411	24,8829156
4,3066028	6,3023352
4,6451725	25,3759347
3,8853174	25,3875757
2,7145281	7,1881316
5,7353136	24,8465401
5,189379	24,0192122
3,9250449	24,8507335
3,9132598	6,0426171
5,5338388	24,9035584
3,9721871	6,3629409
5,5534032	24,9321197
4,5863657	7,0331415
5,5233351	24,1569298
1,7108592	6,5767705
4,8197164	24,3617627
5,8896731	24,4427353
3,8094851	6,9269166
3,6015159	5,7543321
6,0425662	24,4531973
3,416156	7,2402205
3,7683898	6,9558215
